"Story","Title","Result","Date","Stability","Duration (s)"
"Registro de usuario en TestingYes","Registro de usuario con solo los campos obligatorios","FAILURE","2020-07-18T00:16:14.117-05:00[America/Lima]","0.0","35.36"
